Gene	NoUVB.1	NoUVB.2	NoUVB.3	UVB-Saline.1	UVB-Saline.2	UVB-Saline.3	UVB-hCOL3A1.1	UVB-hCOL3A1.2	UVB-hCOL3A1.3
ENSMUSG00000001946_Esam	37	82	72	57	71	78	81	63	69
ENSMUSG00000001948_Spa17	6	11	5	9.72	9	6	18.73	12	4
ENSMUSG00000001962_Fam50a	162	220	252	204	221	196	307	226	195
ENSMUSG00000001964_Emd	89	163.77	170.26	143.61	182.27	105.22	167.53	184.85	135.25
ENSMUSG00000001983_Taco1	43	69	48	56	57	67	65	47	62
ENSMUSG00000001985_Grik3	46	87	58	48	45	29.09	63	48	54
ENSMUSG00000001986_Gria3	76	97	145	134	186	169	186	135	136
ENSMUSG00000001988_Npas1	3	2	3	2	4	0	3	1	3
ENSMUSG00000001995_Sipa1l2	222	421	346	316	407	328	401	286	283
ENSMUSG00000001998_Ap4e1	110	154	168	136	168	146.45	203	124	141.97
ENSMUSG00000001999_Blvra	41	50	59	41	64	59	67	68	71
ENSMUSG00000002006_Pdzd4	61	126.73	114	108.31	144	95.88	154.87	118	93
ENSMUSG00000002007_Srpk3	12	8	8	8	12	14	32	14	19
ENSMUSG00000002010_Idh3g	161	336	235	227	301	190	362	341	233
ENSMUSG00000002012_Pnck	4	1	3	1	2	5	5	2.31	3
ENSMUSG00000002014_Ssr4	104	209	172	198	210	177	217	202	159
ENSMUSG00000002015_Bcap31	202	320	315	311	476	292	472	376	335
ENSMUSG00000002017_Fam98a	113	185	217	194	223	170	261	215	170
ENSMUSG00000002020_Ltbp2	66	135.71	114.8	61	170.51	147	142.83	115.77	107.7
ENSMUSG00000002028_Kmt2a	1331.95	2092.92	2005.79	1605.63	2073	1628.01	2497.87	1842.92	1752.96
ENSMUSG00000002031_Ift46	153	258	211	184	218.89	156	283	241	190
ENSMUSG00000002032_Tmem25	4	5	5	5	6	3	4	4	4
ENSMUSG00000002033_Cd3g	21	36	49	20	24	61	34	14	44
ENSMUSG00000002043_Trappc6a	41	56	40	48	59	39	43	39	43
ENSMUSG00000002052_Supt6	882.23	1399.8	1282.53	1140.61	1413.22	1181.35	1569.56	1263.2	1081.29
ENSMUSG00000002055_Spag5	71	82	61	101	75	72	104	67	53
ENSMUSG00000002057_Foxn1	149	239	146	218	164	58	148	144	66
ENSMUSG00000002058_Unc119	19	44	36	27	37	28	49	40	44
ENSMUSG00000002059_Rab34	64	92	99	114	100	75	104	119	90
ENSMUSG00000002064_Sdf2	71.77	103.2	110.47	118.39	132.78	107.65	134.44	124.8	87.71
ENSMUSG00000002068_Ccne1	21	28	35	40	30	27	43	31	31
ENSMUSG00000002076_Hsf2bp	2	0	1	1	1	0	1	1	1
ENSMUSG00000002083_Bbc3	26	31	29	26	42	42	35	34	30
ENSMUSG00000002100_Mybpc3	2	1	0	2	2	6	0	2	1
ENSMUSG00000002102_Psmc3	348.16	590.12	575	517	553	499	611	616	512
ENSMUSG00000002103_Acp2	145.62	244.99	239.25	190.68	282.1	279.26	355.76	315.84	258.98
ENSMUSG00000002104_Rapsn	3	5	8	7	5	5	10	11	6
ENSMUSG00000002105_Slc39a13	113.84	152.88	128	128	136	145	182	172	144
ENSMUSG00000002107_Celf2	354	671	545	360	613	488	715	618	568
ENSMUSG00000002108_Nr1h3	49	82	53	37	73	52	78	77	66
ENSMUSG00000002109_Ddb2	72.38	106.01	101.75	87.32	148.9	101.74	103.24	84.16	84.02
ENSMUSG00000002111_Spi1	69	111	120	57	176	226	219	201	211
ENSMUSG00000002129_Sf3a1	334	619	545	533	541	480	702	660	475
ENSMUSG00000002147_Stat6	394	665	667	509	792	685	785	633	688
ENSMUSG00000002190_Clgn	1	1	1	1	2	2	3	1	1
ENSMUSG00000002204_Napsa	16	32	31	18	35	37	56	25	43
ENSMUSG00000002205_Vrk3	84	118	103	108	121	93	147	95	120
ENSMUSG00000002210_Smg9	41	80	71	76	120	76	114	91	71
ENSMUSG00000002221_Paxip1	256	370	322	306	337	290	342	312	301
ENSMUSG00000002222_Rmnd5a	402	682	633	587	768	391	683	552	452
ENSMUSG00000002227_Mov10	45	72	73	64	80	122.98	127.95	103	100
ENSMUSG00000002228_Ppm1j	3	2	3	3	5	6	7	4	8
ENSMUSG00000002233_Rhoc	80	146	92	88	146	129	137	177	153
ENSMUSG00000002240_Prr27	0	0	0	0	0	0	0	0	0
ENSMUSG00000002249_Tead3	258	381	322	376	414	283	355	307	238
ENSMUSG00000002250_Ppard	164	269	207	232	283	243	293	256	228
ENSMUSG00000002257_Def6	135.25	214.25	203.44	217.76	236.75	189.88	238.54	152.5	168.53
ENSMUSG00000002265_Peg3	437	808	428	264	713	393	778	533	488
ENSMUSG00000002266_Zim1	34	49	31	32	52	18	68	37	40
ENSMUSG00000002274_Metrn	18	28	24.94	20	22	25	27	12	16
ENSMUSG00000002279_Lmf1	60	92	61	68	89	70	106	81	79
ENSMUSG00000002280_Ciao3	71.7	99.93	125.25	96.58	116.66	114.32	131.46	98.51	91.29
ENSMUSG00000002289_Angptl4	147	424	209	230	297	117	279	330	299
ENSMUSG00000002297_Dbf4	65	115	93	132	106	119	152	89	87
ENSMUSG00000002307_Daxx	109	229	195	187	245	247	313	192	209
ENSMUSG00000002308_Cd320	13	19	15	13	24	16	17	20	17
ENSMUSG00000002319_Ipo4	161	241	186.86	187.59	218.01	180.09	251.62	264	177.46
ENSMUSG00000002320_Tm9sf1	136	217	164.99	191.78	238.38	207.84	241.5	200.26	156.98
ENSMUSG00000002324_Rec8	0	3	2	2	4	0	2	1	0
ENSMUSG00000002325_Irf9	133.3	149.2	175.64	170.23	284.15	409.81	249.91	195.31	259.58
ENSMUSG00000002326_Gmpr2	21.71	26.94	28.87	31.4	50.87	43.49	70.46	46.27	45.91
ENSMUSG00000002329_Mdp1	58	107	90	114	116	88	151	91	84
ENSMUSG00000002332_Dhrs1	63	106	93	119	125	110	115	113	98
ENSMUSG00000002341_Ncan	0	3	1	4	2	1	0	4	2
ENSMUSG00000002342_Tmem161a	29	57	51	48	70	43	71	54	45
ENSMUSG00000002343_Armc6	20	25.18	29.53	19.18	37.23	14.32	37.33	29.76	25
ENSMUSG00000002345_Borcs8	58	96	71	57	87	64	93	108	79
ENSMUSG00000002346_Slc25a42	57	109	77	108	146	77	124	109	94
ENSMUSG00000002365_Snx9	252	491	393	356	422	409	517	494	377
ENSMUSG00000002372_Ranbp3	163	265	230	251	290	258	325	265	223
ENSMUSG00000002379_Ndufa11	71	114.76	101	97	106.98	69.81	129	143.96	87.96
ENSMUSG00000002384_Bmp8b	5	2.03	4	3.08	1	2.01	2.05	1	4
ENSMUSG00000002393_Nr2f6	53.77	89.18	93	70.62	110.05	88.97	87.99	88.25	75.59
ENSMUSG00000002395_Use1	100	159.29	138.78	129.22	172.89	118.99	179	138.35	138
ENSMUSG00000002396_Ocel1	77.23	110.82	104	112.38	108.95	102.03	132.01	105.75	109.41
ENSMUSG00000002409_Dyrk1b	128	231	165	176	225	157	212	206	185
ENSMUSG00000002413_Braf	555	988	791	839	818.99	509	972.84	734	459.76
ENSMUSG00000002416_Ndufb2	75	110	92	108.76	118.91	77	122.16	89	96.24
ENSMUSG00000002428_Hltf	183.89	256	294.84	239.96	312.88	241.93	399	238	232.96
ENSMUSG00000002455_Prpf6	266	435	374	372	462	357	521	380	362
ENSMUSG00000002458_Rgs19	38	58	61	51	91	70	121	109	109
ENSMUSG00000002459_Rgs20	10	13	21	17	51	46	31	19	31
ENSMUSG00000002475_Abhd3	17	21	32	16	25	23	27	29	18
ENSMUSG00000002477_Snrpd1	61	151	91	111	106	70	142	122.98	89
ENSMUSG00000002486_Tchp	59	96.76	92	96	100	76	90	74	91
ENSMUSG00000002489_Tiam1	1211	1825	1650	1591	1971	1334	1715	1383	1318
ENSMUSG00000002496_Tsc2	320.6	483.4	429.38	397.59	541.31	346.86	519.3	484.99	371.37
ENSMUSG00000002500_Rpl3l	9	12	6	4	16	17	21	28	25
ENSMUSG00000002504_Nherf2	93	222	125	111	126	100	168	168	131
ENSMUSG00000002524_Puf60	220	332	300	307	357	241	423	382	292
ENSMUSG00000002546_Golga2	548	849	668	651	775	647	857	724	680
ENSMUSG00000002550_Uck1	50.39	70	79.86	100.82	113.81	68	109.27	87	87.75
ENSMUSG00000002565_Scin	89	138	189	93	196	154	193	125	150
ENSMUSG00000002578_Ikzf4	8	8	13	13	9	29	13	13	12
ENSMUSG00000002580_Mien1	55.55	65.26	75.39	81.71	89.76	56.58	75.93	51.73	59.94
ENSMUSG00000002588_Pon1	5	29	2	3	9	1	15	32	4
ENSMUSG00000002602_Axl	526	821	688	575	891	851	960	908	777
ENSMUSG00000002603_Tgfb1	178	332	255	218	324	315	429	400	416.33
ENSMUSG00000002608_Ccdc97	113	216	183	187	242	169	254	217	193
ENSMUSG00000002617_Zfp40	39	47	58	43	60	26	62	35	32
ENSMUSG00000002625_Akap8l	341	494	482	332	514	415	506	312	373
ENSMUSG00000002633_Shh	54	75	73.97	111	26	20	72.95	66	26
ENSMUSG00000002635_Pdcd2l	29	26	35	42	40	31	42	24	26
ENSMUSG00000002658_Gtf2f1	202	324	299	314	285	330	346	328	273
ENSMUSG00000002660_Clpp	33	64	54	59	63	56	72	64	41
ENSMUSG00000002661_Alkbh7	15	8	12	18	16	17	5	13	4
ENSMUSG00000002664_Pspn	0	0	2	0	1	0	0	0	0
ENSMUSG00000002668_Dennd1c	58	91	131	61	123	151	149	99	157
ENSMUSG00000002679_Med6	35	48	53	46	56	56	47	42	29
ENSMUSG00000002688_Prkd1	34	63	57	34	49	44	51	35	39
ENSMUSG00000002699_Lcp2	69	121	141	79	171	239	228	188	232
ENSMUSG00000002718_Cse1l	201	280	270	290	352	194	340	281	188
ENSMUSG00000002728_Naa20	74	75	80	74.91	120	138	113.61	90.91	91
ENSMUSG00000002731_Prkra	29	38	76	44	70	39	79	51	49
ENSMUSG00000002732_Fkbp7	33	72	63	44	70	46	107	110	83
ENSMUSG00000002733_Plekha3	53	139	96	95	115	94	143	128	115
ENSMUSG00000002741_Ykt6	143	239	261	276	343	275	283	286	222
ENSMUSG00000002748_Baz1b	992	1498	1514	1400	1580	1352	1920	1376	1253
ENSMUSG00000002763_Pex6	70	88	86	115	171	117	159	91	91
ENSMUSG00000002767_Mrpl2	46	65	52	89	65	65	90	74	47
ENSMUSG00000002768_Mea1	69.78	122.64	119.12	98.92	175.2	96.21	156.39	177.15	110.37
ENSMUSG00000002769_Gnmt	16	8	7	16	5	3	14	8	3
ENSMUSG00000002771_Grin2d	26	61	46	51.8	56.34	36.17	51.83	37	31.91
ENSMUSG00000002778_Kdelr1	116	265	206	171	277	176	268	279	202
ENSMUSG00000002781_Tmem143	30	46	29	43	48	48	53	41	33
ENSMUSG00000002791_Pdxk-ps	0	0	0	0	0	0	0	0	0
ENSMUSG00000002797_Ggct	167	257	332	300	374	533	278	260	193
ENSMUSG00000002799_Jag2	416	517	512	604	641	407	565	407	388
ENSMUSG00000002803_Btbd6	66	87	73	74	102	74	85	57	78
ENSMUSG00000002804_Nudt14	20	22	27	29	25	21	44	24	23
ENSMUSG00000002808_Epdr1	13	35	26	15	27	24	31	40	33
ENSMUSG00000002812_Flii	427	714	579	540	773	664	881	689	662
ENSMUSG00000002814_Top3a	66	96	82	76	95	91	103	75	67
ENSMUSG00000002820_Atg4d	103.81	119.92	115.2	109.13	169.66	103.09	168.22	111.01	105
ENSMUSG00000002825_Qtrt1	25	45	31	28	38	41	62	33	21
ENSMUSG00000002831_Plin4	1563	4539	1677	979	2139	1058	2038	2533	1951
ENSMUSG00000002833_Hdgfl2	238	381	378	284	328	322	358	285	302
ENSMUSG00000002835_Chaf1a	152.73	189.46	186.15	230.75	176.25	223.4	248.52	183.07	163.23
ENSMUSG00000002844_Adprh	45	85	63	78	88	89	113	91	88
ENSMUSG00000002845_Tmem39a	74.78	94.64	128	120	151	106	151.75	100	111
ENSMUSG00000002846_Timmdc1	30	72	58	80	78	62	84	73	54
ENSMUSG00000002847_Pla1a	18	48	9	17	38	47	68	75	53
ENSMUSG00000002870_Mcm2	124	150	140	203	174	157	197	156	120
ENSMUSG00000002871_Tpra1	68	104	84	96	121	109	115	99	77
ENSMUSG00000002881_Nab1	341	669	591	473.98	655	558.99	732	553	470.99
ENSMUSG00000002885_Adgre5	135.04	306.57	278.72	210.82	309.2	364.79	473.25	487.35	424.66
ENSMUSG00000002897_Il17ra	156	204	171	163	226	199	274	239	213
ENSMUSG00000002900_Lamb1	625	983	671	757	862	525	1160	1164	795
ENSMUSG00000002908_Kcnn1	8	20	12	10	14	8	15	12	8
ENSMUSG00000002910_Arrdc2	54	79	57	53	78	65	74	45	55
ENSMUSG00000002930_Ppp1r17	0	0	0	0	0	0	0	0	0
ENSMUSG00000002944_Cd36	756	1997	908	811	1398	616	1494	2363	1150
ENSMUSG00000002948_Map2k7	320.98	491.91	432.6	397.87	459.83	370.43	462.57	394.9	373.38
ENSMUSG00000002949_Timm44	127	204	165	189	226	190	230	194	165
ENSMUSG00000002957_Ap2a2	434.72	624.7	515.47	458.55	727.61	608.45	855.96	734.82	667.58
ENSMUSG00000002963_Pnkp	58	80	77	100	103	83	119	98	97
ENSMUSG00000002968_Med25	189	312.36	261.74	278.39	323.72	220.67	344.79	300.35	228.59
ENSMUSG00000002980_Bcam	244	401	285	351	356	270	378	368	251
ENSMUSG00000002981_Clptm1	269	503	378	404	456	370	492	528	378
ENSMUSG00000002983_Relb	60	98	109	69	88	139	98	80	117
ENSMUSG00000002984_Tomm40	158	262.71	204.9	235.85	244.88	191.53	226.84	244.93	205.38
ENSMUSG00000002985_Apoe	5001	8402	6791	4461	7110	4802	7006	9136	6919
ENSMUSG00000002992_Apoc2	2	5	1	1	3	7	5	10	5
ENSMUSG00000002996_Hbp1	249.66	468.48	397.84	353.55	497.32	335.58	506.15	424.32	315.54
ENSMUSG00000002997_Prkar2b	108	206	135	90	165	118	149	153	118
ENSMUSG00000003031_Cdkn1b	249	501	453	363	444	300	530	415	326
ENSMUSG00000003032_Klf4	781	1058.95	1198	864	1051	845.87	1072.92	965	782
ENSMUSG00000003033_Ap1m1	126	216	213	167	208	183	278	251	180
ENSMUSG00000003037_Rab8a	218	318	312	292	357	356	470	448	371
ENSMUSG00000003038_Hmgn2	186.19	255.89	279.38	318.1	289.51	270.65	427.48	308.75	231.7
ENSMUSG00000003039_Fam32a	243.92	406	316.74	275.87	393.73	311.73	418.59	358.58	292.83
ENSMUSG00000003051_Elf3	4	5	13	4	11	42.94	6.29	5	5.44
ENSMUSG00000003053_Cyp2c29	0	0	0	0	0	0	0	0	0
ENSMUSG00000003062_Stard3nl	20	38	41	31	55	41	60	48	36
ENSMUSG00000003068_Stk11	302.7	526.12	444.38	450.59	542.17	485.09	587.92	467.95	451.91
ENSMUSG00000003070_Efna2	12	37	32	31	31	16	36	33	20
ENSMUSG00000003072_Atp5f1d	246	453	352	387	523	352	408	464	302
ENSMUSG00000003099_Ppp5c	215	249	231	260	311	230	269	244	211
ENSMUSG00000003119_Cdk12	649	914	898	871	1053	815	1076	830	729
ENSMUSG00000003123_Lipe	380.31	896.41	361.08	317.88	533.55	342.92	603.03	758.33	395.46
ENSMUSG00000003131_Pafah1b2	233	364	327	367.87	438	338	466.88	417	328.85
ENSMUSG00000003134_Tbc1d8	150.92	222.04	261.57	207.41	242.96	194.73	272.75	196.01	201.21
ENSMUSG00000003135_Cnot11	58	98	89	104	116	101	132	129	66
ENSMUSG00000003153_Slc2a3	14	42	44	28	37	32	45	29	47
ENSMUSG00000003154_Foxj2	253	440.83	411.69	282.65	447.59	323	461.54	461.87	347.79
ENSMUSG00000003161_Sri	178	329	268	251	333	258	462	410	320
ENSMUSG00000003166_Dgcr2	195.85	366.3	260.26	310.88	375.29	228.01	382.24	337.6	261.88
ENSMUSG00000003184_Irf3	200	295	302	291	322	222	319	265	211
ENSMUSG00000003190_Bcl2l12	40	67.69	61.41	71.94	62.55	58.46	65.48	49.87	37.03
ENSMUSG00000003198_Zfp959	17.54	25.53	26.36	23.39	36.45	17.04	52.62	32.75	20.81
ENSMUSG00000003199_Mpnd	52	89	88	87	128	87	112	84	110
ENSMUSG00000003200_Sh3gl1	130	250	232	233	274	221	295	236	229
ENSMUSG00000003206_Ebi3	2	7	7	4	7.93	8	15	11.81	11.58
ENSMUSG00000003208_Yju2	44	66	71.96	79	68	59.93	87.77	81.97	57
ENSMUSG00000003226_Ranbp2	1141	1880	1890	1771	2144	1591	2350	1766	1474
ENSMUSG00000003227_Edar	7	16	23	15	17	17	13	15	7
ENSMUSG00000003228_Grk5	77	137.91	95	67	128.74	119	165	116	127
ENSMUSG00000003233_Dvl3	288	429	392	383	484	314	508	392	328
ENSMUSG00000003234_Abcf3	117	191	187	168	201	167	227	157	181
ENSMUSG00000003235_Eif2b5	179	289	242	243	259	235	287	269	196
ENSMUSG00000003269_Cyth2	144	209.96	210.74	184	252.66	179.79	215.73	231.9	181
ENSMUSG00000003271_Sult2b1	72.9	110	103	109.45	170.98	118.84	100	99.95	70.92
ENSMUSG00000003273_Car11	6	11	14	21	16	10	12	15	5
ENSMUSG00000003279_Dlgap1	13	19	16	13	30	9	11	17	14
ENSMUSG00000003282_Plag1	39	45	28	49	39	27	34	34	21
ENSMUSG00000003283_Hck	26	46	53	38	71	129	147	106	148
ENSMUSG00000003299_Mrpl4	80	110	93	108	135	96	142	97	83
ENSMUSG00000003308_Keap1	155.45	190.15	231.47	209.33	239.09	258.62	306.92	251.47	217.12
ENSMUSG00000003309_Ap1m2	129	182	190	190	187	131	204	140	135
ENSMUSG00000003316_Glg1	537	835	760	745	995	819	1223	992	781
ENSMUSG00000003341_Atp8b3	0	0	2	0	0	0	0	0	0
ENSMUSG00000003344_Btbd2	75	138	104	116	146	108	175	133	96
ENSMUSG00000003345_Csnk1g2	409	601	501	506	618	462	690	591	501
ENSMUSG00000003346_Abhd17a	82	92	89	100	158	114	127	118	98
ENSMUSG00000003348_Mob3a	53	90	82	86	131	123	131	124	115
ENSMUSG00000003352_Cacnb3	129	196	222	154	229	248	240	201	177
ENSMUSG00000003354_Ccdc65	4	5	2	1	0	0	3	4	0
ENSMUSG00000003355_Fkbp11	6	19	15	12	14	8	14	11	14
ENSMUSG00000003360_Ddx23	436	598	611	501	567	557	654	519	560
ENSMUSG00000003363_Pld3	237	462	405	354	469	382	489	512	448
ENSMUSG00000003378_Grik5	66	101	87	62	90	69	77	71	58
ENSMUSG00000003379_Cd79a	1	1	0	0	1	7	16	0	6
ENSMUSG00000003380_Rabac1	59	79	71	81	108	66	100	100	74
ENSMUSG00000003382_Etv3	414.55	673.69	623.84	603.66	683.73	585.84	638.13	536.79	449.58
ENSMUSG00000003402_Prkcsh	250	334	368	301	340	321	444	411	325
ENSMUSG00000003410_Elavl3	0	1	3	3	1	2	8	2	2
ENSMUSG00000003411_Rab3b	1	4.58	5	3	2	1	1	2	2
ENSMUSG00000003418_St8sia6	108	165	158	200	166	38	136	127	63
ENSMUSG00000003420_Fcgrt	123	298	145	120	253	194	217	220	274
ENSMUSG00000003421_Nosip	110	214	131	167	183	180	207	188	159
ENSMUSG00000003423_Pih1d1	48.72	77.79	70.83	54.52	88.39	70.47	88.36	70.26	67.01
ENSMUSG00000003429_Rps11	1120.95	1840.97	1814.24	1412.91	1833.76	1430.68	2001.03	1823.05	1466.67
ENSMUSG00000003435_Supt5	759	1151.58	1101	919	1023	945	1214	1109.89	975
ENSMUSG00000003436_Dll3	0	1	0	0	1	0	0	0	0
ENSMUSG00000003437_Paf1	387	559	529	445	513	348	611	466	460
ENSMUSG00000003438_Timm50	44	94	104	88	62	83	99	117	49
ENSMUSG00000003444_Med29	29	42	25	31	37	26	54	42	36
ENSMUSG00000003452_Bicd1	26	66	68	43	52	43	51	40	34
ENSMUSG00000003458_Ncstn	169.45	284.13	222.23	269	309.2	255.31	355.27	267.48	271.82
ENSMUSG00000003464_Pex19	128	231	156	213	261	170	260	261	210
ENSMUSG00000003469_Phyhip	118	185	162	175	257	63	199	177	119
ENSMUSG00000003476_Crhr2	14	10	9	8	14	5	22	20	21
ENSMUSG00000003477_Inmt	25	78	19	5	26	28	12	35	14
ENSMUSG00000003484_Cyp4f18	3	5	3	2	4.03	14	14.21	4	19.29
ENSMUSG00000003500_Impdh1	58	89	62	73	109	98	106	79	81
ENSMUSG00000003505_Psg18	0	0	0	0	0	2	0	0	0
ENSMUSG00000003518_Dusp3	130	235	169	144	246	189	241	290	224
ENSMUSG00000003526_Prodh	90	109	70	57	87	58	83	58	56
ENSMUSG00000003527_Ess2	79	117	100	101.39	102	92	128	116	110
ENSMUSG00000003528_Slc25a1	184	270	327	310	422	253	390	433	328
ENSMUSG00000003531_Dgcr6	57	100	77	60	104	74	76	69	49
ENSMUSG00000003534_Ddr1	291	485	337	399	490	306	458	355	294
ENSMUSG00000003541_Ier3	90	118	176	147	150	95	142	124	115
ENSMUSG00000003545_Fosb	168	256	856	214	79	111	263	93	128
ENSMUSG00000003546_Klc4	50	62	49	31	66	52	68	40	63
ENSMUSG00000003549_Ercc1	81.82	130.56	143	122.19	136.04	78.5	173.5	120.07	103.52
ENSMUSG00000003555_Cyp17a1	36	50	69	80	117	29	44	29	33
ENSMUSG00000003559_As3mt	19	49	27	23	29	51	55	53	46
ENSMUSG00000003573_Homer3	98.8	169.86	138.29	111.14	138.86	117.97	155.51	108.32	113.45
ENSMUSG00000003575_Crtc1	131	173	129	133	160	112	166	137	133
ENSMUSG00000003581_Rnf215	45	62	74	59	68	61	65	50	51
ENSMUSG00000003585_Sec14l2	61	103	98	80	126	100	127	78	87
ENSMUSG00000003604_Aven	61	82	89.92	75.98	91.84	67	100	73	68
ENSMUSG00000003617_Cp	175	357.14	251.15	163	250.16	264	480	488	247
ENSMUSG00000003623_Crot	158	289	221	261.39	303	151	305.68	197.65	164.59
ENSMUSG00000003644_Rps6ka1	155	215	214	171.95	248	267	321	216	259
ENSMUSG00000003657_Calb2	0	0	0	0	0	0	0	0	0
ENSMUSG00000003660_Snrnp200	652	1013	873	892	999	854	1113	950	829
ENSMUSG00000003662_Ciao1	74	120	99	107	124	95	131	152	112
ENSMUSG00000003665_Has1	18	19	39	22	22	20	27	30	16
ENSMUSG00000003680_Taf6l	27.73	53.33	48.83	33.25	52.73	35.06	52	33.87	33.75
ENSMUSG00000003721_Insig2	98	165	221	174	245	129	203	149	134
ENSMUSG00000003731_Kpna6	251	344	352	344	484	342	474	386	326
ENSMUSG00000003746_Man1a	403	736.98	572.91	363	556	447.96	715.95	662	585.99
ENSMUSG00000003752_Itpkc	173.13	207.08	253.15	199.31	319.58	198.66	253.92	195.33	172.2
ENSMUSG00000003762_Coq8b	102.57	137.57	149.47	158.82	215.48	168.05	159.83	152.61	150.14
ENSMUSG00000003778_Brd8	407	597	558	562	642	507	709	504	416
ENSMUSG00000003779_Kif20a	83.07	134.31	112.8	206.83	139.79	144.88	175.78	178.4	128.71
ENSMUSG00000003808_Farsa	123	178	159	143	189	152	193	168	138
ENSMUSG00000003809_Gcdh	39	70.37	67.69	58.51	56.37	45.78	79.65	53.8	66.93
ENSMUSG00000003810_Mast2	332	547	417	395	587	414	547	520	471
ENSMUSG00000003812_Dnase2a	171.4	233.45	234.03	218.27	284.32	162.45	273.14	222.87	172.57
ENSMUSG00000003813_Rad23a	132.21	210.54	189.27	196.59	237.18	176.55	242.13	216.14	167.02
ENSMUSG00000003814_Calr	1743.99	3338.98	2995.98	2782	3457.98	3554	4502.98	3917.98	3234.82
ENSMUSG00000003824_Syce2	19	18	15	29	43	15	24	22	13
ENSMUSG00000003847_Nfat5	1624	2491	2391	2105	3078	1996	2663	2092	1901
ENSMUSG00000003848_Nob1	76	82	83	82	96	81	111	90	96
ENSMUSG00000003849_Nqo1	12	17	9	11	17	17	34	24	16
ENSMUSG00000003863_Ppfia3	132	202	153	205	254	137	167	139	94
ENSMUSG00000003865_Gys1	144.88	232.56	175.2	151.91	235.75	166.72	258.11	243	243.74
ENSMUSG00000003868_Ruvbl2	74.12	153.44	115.8	140.09	128.25	88.28	164.89	118	95.26
ENSMUSG00000003872_Lin7b	2	7.31	2.47	8	2	1	3	4	1
ENSMUSG00000003873_Bax	46	69	64	53	93	117	98	83	88
ENSMUSG00000003882_Il7r	43	90	173	78	142	143	154	108	182
ENSMUSG00000003923_Tfam	50	80	82	61	93	58	111	85	66
ENSMUSG00000003929_Zfp81	58	107	109	85	107.18	65	120	94	66
ENSMUSG00000003934_Efnb3	7	10	17	8	16	6	14	12	2
ENSMUSG00000003948_Mmd	125.65	295.9	183.89	153.89	187.66	136.87	269.82	346.89	163.91
ENSMUSG00000003949_Hlf	251	369	284	211	295	109	307	203	177
ENSMUSG00000003955_Fam162a	101	206	193	164	273.96	394	229	198	231
ENSMUSG00000003970_Rpl8	848	1477	1364	1371	1546	1150	1530	1437	1150
ENSMUSG00000003974_Grm3	0	0	1	0	0	0	0	0	0
ENSMUSG00000003992_Ssbp2	197.5	244.28	289.19	183.44	291.26	203.51	257.81	228.71	164.47
ENSMUSG00000004018_Fancl	11.11	37.3	21.84	17.56	36.24	13.24	26.42	20.98	17.28
ENSMUSG00000004031_Brinp2	1	3	0	0	2	6	0	4	1
ENSMUSG00000004032_Gstm5	45.77	68.61	74.62	82.79	77.68	46.79	119.75	106.71	60.89
ENSMUSG00000004035_Gstm7	5	2	5	7	2	0	7	8	6
ENSMUSG00000004038_Gstm3	1.03	0	0	0	0	0	0	0	0
ENSMUSG00000004040_Stat3	689	1065	1043	806	1166	1326	1164	1076	1158
ENSMUSG00000004043_Stat5a	158.68	265.71	259.1	204.33	250.86	304.62	276.12	232.72	278.67
ENSMUSG00000004044_Cavin1	1645.96	3901.42	2347.35	1830.68	2546.28	2116.97	3151.4	3092.32	2343.38
ENSMUSG00000004054_Map3k11	195	310.77	236	264.88	317	293	308	309	288.89
ENSMUSG00000004056_Akt2	403.59	714.8	531.16	513.09	633.68	453.58	748.24	697.31	530.9
ENSMUSG00000004069_Dnaja3	101	186	126	148	192	152	235	191.08	160
ENSMUSG00000004070_Hmox2	102.05	161.26	133.54	132.69	213.62	119.72	212.87	191.28	135.68
ENSMUSG00000004071_Cdip1	200.95	292.2	310.01	286.96	329.91	207.97	348.3	251.59	246.73
ENSMUSG00000004085_Map3k20	758	1272	1099	1255	1391	810	1437	1206	970
ENSMUSG00000004096_Cwc15	177	285	238	266	330	246	409	310	280
ENSMUSG00000004098_Col5a3	281	534	229	361	414	292	483	408	478
ENSMUSG00000004099_Dnmt1	679	885	974	970	963	930	1153.96	911	775
ENSMUSG00000004100_Ppan	137.07	185.07	174.17	195.16	170.08	151.08	201.17	167.15	134.11
ENSMUSG00000004105_Angptl2	329	616	479	298	529	400	735	701	576
ENSMUSG00000004110_Cacna1e	117	193	212	110	218	66	198	110	104
ENSMUSG00000004113_Cacna1b	5	3	2	9	6	4	5	3	3
ENSMUSG00000004127_Trmt10a	40.58	54	53.19	52.93	56.97	37	47	42.57	42
ENSMUSG00000004151_Etv1	40	89.86	52	47	52	35	61	72.66	67.29
ENSMUSG00000004187_Kifc2	44	63	61	43	73	31	54	36	37
ENSMUSG00000004207_Psap	2074	3708	3591	2437	4788	5485	6049	5449	5780
ENSMUSG00000004221_Ikbkg	126	220.1	185.16	149.82	267.4	186.09	228.02	150	167
ENSMUSG00000004231_Pax2	0	0	0	0	0	1	2	0	0
ENSMUSG00000004233_Wars2	47	65	67	73	84	66	80	62	57
ENSMUSG00000004263_Atn1	649	1203.43	924	912	936.69	749	1157	1137	881
ENSMUSG00000004264_Phb2	276.37	529.05	413.3	455.06	484.52	384.77	593.23	566	392.97
